Subject,CatalogNumber,CourseTitle,CourseType,Dates,Credit,MeetingTime,Room,Instructor,TotalSeats,SeatsTaken,AvailableSeats
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Shuai Xu,30,2,28
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Yanfang Ye,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Pan Li,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Vipin Chaudhary,30,0,30
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Erman Ayday,30,3,27
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Harold Connamacher,30,0,30
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Mehmet Koyuturk,30,4,26
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Michael Lewicki,30,2,28
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Jing Li,30,7,23
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Vincenzo Liberatore,30,0,30
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Orhan Ozguner,30,0,30
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,H Podgurski,30,1,29
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Michael Rabinovich,30,3,27
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Soumya Ray,30,2,28
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,An Wang,30,3,27
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Yinghui Wu,30,2,28
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Xusheng Xiao,30,3,27
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Shuai Xu,30,0,30
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Yanfang Ye,30,8,22
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Roger French,30,1,29
CSDS,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Vipin Chaudhary,30,0,30
DANC,103,First-Year Modern Dance Techniques I,Studio,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 3:15 PM,Silver Hall Auditorium,"Christian Mintah,Katie Nabors",10,8,2
DANC,104,First-Year Modern Dance Techniques II,Studio,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Silver Hall Auditorium,Katie Nabors,10,0,10
DANC,122,Dance in Culture - Theatrical Forms,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,Danielle Dowler,15,12,3
DANC,204,Second-Year Modern Dance Techniques II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 3:20 PM - 4:50 PM,Silver Hall Auditorium,Danielle Dowler,10,9,1
DANC,304,Third-Year Modern Dance Techniques II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Silver Hall Auditorium,Danielle Dowler,10,10,0
DANC,315,Choreography and Music,Lecture,02/01/2021 - 05/07/2021,3 units,W 9:30 AM - 10:30 AM,Web/Distance Learning,Karen Potter,21,5,16
DANC,318,Advanced Modern Dance Technique II,Performance,02/01/2021 - 05/07/2021,1 - 3 units,TuTh 10:00 AM - 11:25 AM,Silver Hall Auditorium,Gary Galbraith,11,8,3
DANC,324,Dance Production Resources,Laboratory,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Karen Potter,12,14,-2
DANC,346,"Topics in Dance Medicine, Science, and Wellness",Lecture,02/01/2021 - 05/07/2021,1 - 3 units,M 9:30 AM - 10:30 AM,Web/Distance Learning,Gary Galbraith,10,13,-3
DANC,361,Ballet Technique for Modern Dance Students II,Performance,02/01/2021 - 05/07/2021,1 - 3 units,WF 10:35 AM - 12:05 PM,Web/Distance Learning,Karen Potter,15,26,-11
DANC,385,Production Practicum,Practicum,02/01/2021 - 05/07/2021,0 - 1 units,TBA ,To Be Announced,Karen Potter,20,11,9
DANC,386,Rehearsal and Performance,Studio,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Gary Galbraith,10,8,2
DANC,396,SAGES Senior Capstone in Dance,Practicum,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Karen Potter,5,3,2
DANC,396,SAGES Senior Capstone in Dance,Practicum,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Gary Galbraith,5,2,3
DANC,399,Independent Study in Dance,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Karen Potter,5,3,2
DANC,404,Fourth-Year Modern Dance Technique II,Lecture,02/01/2021 - 05/07/2021,1 - 3 units,Tu 11:30 AM - 1:00 PM,Silver Hall Auditorium,Karen Potter,8,5,3
DANC,415,Choreography and Music,Lecture,02/01/2021 - 05/07/2021,3 units,W 9:30 AM - 10:30 AM,Web/Distance Learning,Karen Potter,21,5,16
DANC,415,Choreography and Music,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Karen Potter,21,5,16
DANC,418,Advanced Modern Dance Technique II,Performance,02/01/2021 - 05/07/2021,1 - 3 units,TuTh 10:00 AM - 11:25 AM,Silver Hall Auditorium,Gary Galbraith,11,8,3
DANC,424,Dance Production Resources,Laboratory,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Karen Potter,12,14,-2
DANC,426,Advanced Topics in Choreography,Studio,02/01/2021 - 05/07/2021,3 units,Th 11:30 AM - 1:00 PM,Silver Hall Auditorium,Gary Galbraith,5,2,3
DANC,446,"Topics in Dance Medicine, Science, and Wellness",Lecture,02/01/2021 - 05/07/2021,1 - 3 units,M 9:30 AM - 10:30 AM,Web/Distance Learning,Gary Galbraith,10,13,-3
DANC,447,Dancer Wellness Research,Independent Study,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Gary Galbraith,5,6,-1
DANC,461,Ballet Technique for Modern Dance Students II,Performance,02/01/2021 - 05/07/2021,1 - 3 units,WF 10:35 AM - 12:05 PM,Web/Distance Learning,Karen Potter,15,26,-11
DANC,485,"Rehearsal, Performance and Production",Studio,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Karen Potter,15,6,9
DANC,601,Special Projects,Research,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Karen Potter,3,2,1
DANC,641,M.F.A. Thesis Production II,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Gary Galbraith,10,2,8
DANC,644,M.A. Project,Research,02/01/2021 - 05/07/2021,1 - 12 units,TBA ,Web/Distance Learning,Karen Potter,3,1,2
DBAP,611,Theory and Practice of Collective Action,Lecture,01/13/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Roman Sheremeta,999,16,983
DBAP,638,Qualitative Inquiry I,Lecture,01/13/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Philip Cola,999,17,982
DBAP,642,Directed Studies Seminar,Seminar,02/01/2021 - 05/07/2021,0 - 9 units,TBA ,Web/Distance Learning,Kalle Lyytinen,999,17,982
DBAP,649,Causal Analysis of Business Problems II,Lecture,01/13/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Staff,999,14,985
DBAP,664,Knowledge Dissemination to Influence Managerial Practice,Seminar,01/13/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Stephan Liozu,999,14,985
DBAP,672,Flourishing Enterprise: Creating Sustainable Value for Business and World Benefit,Seminar,01/13/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Christopher Laszlo,999,17,982
DBAP,699,Applied Research Project Continuation,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Kalle Lyytinen,999,1,998
DESN,210,Introduction to Programming for Business Applications,Lecture,02/01/2021 - 05/07/2021,3 units,M 7:00 PM - 9:30 PM,Web/Distance Learning,David Stanek,45,44,1
DESN,210,Introduction to Programming for Business Applications,Lecture,02/01/2021 - 05/07/2021,3 units,Th 6:00 PM - 8:30 PM,Web/Distance Learning,David Stanek,45,33,12
DESN,425,Chief Executive Officer,Lecture,02/01/2021 - 05/07/2021,3 units,M 6:00 PM - 7:30 PM,Web/Distance Learning,Bernard Bailey,30,12,18
DESN,494,Managerial Consultancy,Lecture,02/01/2021 - 05/07/2021,3 units,Th 6:00 PM - 8:30 PM,Peter B Lewis 202,Clark Khayat,40,26,14
DESN,494,Managerial Consultancy,Lecture,02/01/2021 - 05/07/2021,3 units,Th 6:00 PM - 8:30 PM,Web/Distance Learning,Clark Khayat,40,26,14
DESN,501,Special Problems and Topics,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,M 4:00 PM - 5:00 PM,Web/Distance Learning,Youngjin Yoo,6,0,6
DESN,601,Special Topics in MIS,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Kalle Lyytinen,5,0,5
DESN,601,Special Topics in MIS,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Richard Boland,5,0,5
DESN,601,Special Topics in MIS,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Satish Nambisan,5,1,4
DESN,601,Special Topics in MIS,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Youngjin Yoo,5,0,5
DESN,601,Special Topics in MIS,Research,02/01/2021 - 05/07/2021,1 - 18 units,Th 9:30 AM - 12:00 PM,Web/Distance Learning,Jagdip Singh,15,5,10
DESN,601,Special Topics in MIS,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,George Buchanan,5,0,5
DESN,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Kalle Lyytinen,5,1,4
DESN,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Richard Boland,5,1,4
DESN,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Satish Nambisan,5,0,5
DESN,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Youngjin Yoo,5,0,5
DESN,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Jagdip Singh,5,0,5
DESN,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,George Buchanan,5,1,4
DSCI,332,"Spatial Statistics for Near Surface, Surface, and Subsurface Modeling",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Jeffrey Yarus,30,8,22
DSCI,352,Applied Data Science Research,Research,02/01/2021 - 05/07/2021,3 units,F 12:45 PM - 1:45 PM,Web/Distance Learning,Laura Bruckman,30,6,24
DSCI,352M,Applied Data Science Research,Research,02/01/2021 - 05/07/2021,3 units,F 12:45 PM - 1:45 PM,Web/Distance Learning,Laura Bruckman,30,6,24
DSCI,353,"Data Science: Statistical Learning, Modeling and Prediction",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Roger French,70,28,42
DSCI,353M,"Data Science: Statistical Learning, Modeling and Prediction",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Roger French,70,28,42
DSCI,432,"Spatial Statistics for Near Surface, Surface, and Subsurface Modeling",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Jeffrey Yarus,30,8,22
DSCI,452,Applied Data Science Research,Research,02/01/2021 - 05/07/2021,3 units,F 12:45 PM - 1:45 PM,Web/Distance Learning,Laura Bruckman,30,6,24
DSCI,452,Applied Data Science Research,Research,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Laura Bruckman,30,0,30
DSCI,453,"Data Science: Statistical Learning, Modeling and Prediction",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Roger French,70,28,42
DSCI,453,"Data Science: Statistical Learning, Modeling and Prediction",Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Roger French,25,2,23
EBME,202,Physiology-Biophysics II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Strosacker Auditorium,Kenneth Gustafson,200,116,84
EBME,202,Physiology-Biophysics II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,Kenneth Gustafson,200,116,84
EBME,300,Dynamics of Biological Systems: A Quantitative Introduction to Biology,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Hillel Chiel,30,30,0
EBME,303,Structure of Biological Materials,Lecture,02/01/2021 - 05/07/2021,3 units,MW 3:20 PM - 4:35 PM,Web/Distance Learning,Sam Senyo,30,13,17
EBME,305,Materials for Prosthetics and Orthotics,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 2:15 PM - 3:05 PM,Web/Distance Learning,Steven Eppell,999,33,966
EBME,307,Biomechanical Prosthetic Systems,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Abidemi Ajiboye,50,31,19
EBME,309,Modeling of Biomedical Systems,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,"Debra McGivney,Gerald Saidel,Musa Audu",140,93,47
EBME,310,Principles of Biomedical Instrumentation,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,"Dustin Tyler,Miklos Gratzl",140,104,36
EBME,317,Fundamentals of Biomechanics,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 9:30 AM - 10:20 AM,Web/Distance Learning,Ozan Akkus,50,11,39
EBME,325,Introduction to Tissue Engineering,Lecture,02/01/2021 - 05/07/2021,3 units,MW 10:00 AM - 11:15 AM,Web/Distance Learning,Sam Senyo,999,29,970
EBME,327,Bioelectric Engineering,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 10:45 AM,Wickenden Building 105,Kenneth Gustafson,30,17,13
EBME,327,Bioelectric Engineering,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 10:45 AM,Web/Distance Learning,Kenneth Gustafson,30,17,13
EBME,330,Clinical Correlates in Biomedical Engineering,Lecture,02/01/2021 - 05/07/2021,1 units,Th 4:00 PM - 5:15 PM,Web/Distance Learning,Colin Drummond,20,0,20
EBME,356,Introduction to Biomaterials Engineering - Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,M 5:00 PM - 7:00 PM,Wickenden Building 302,"Andrew Shoffstall,Anirban Sen Gupta",22,5,17
EBME,356,Introduction to Biomaterials Engineering - Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,Tu 5:00 PM - 7:00 PM,Wickenden Building 302,"Andrew Shoffstall,Anirban Sen Gupta",22,4,18
EBME,356,Introduction to Biomaterials Engineering - Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,TBA ,Web/Distance Learning,"Andrew Shoffstall,Anirban Sen Gupta",22,3,19
EBME,359,Biomedical Computer Simulation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,W 6:00 PM - 7:30 PM,Web/Distance Learning,"Gerald Saidel,Matthew Williams",23,20,3
EBME,359,Biomedical Computer Simulation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,Th 6:00 PM - 7:30 PM,Web/Distance Learning,"Gerald Saidel,Matthew Williams",23,21,2
EBME,359,Biomedical Computer Simulation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,W 6:00 PM - 7:30 PM,Web/Distance Learning,"Gerald Saidel,Matthew Williams",50,34,16
EBME,359,Biomedical Computer Simulation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,Th 6:00 PM - 7:30 PM,Web/Distance Learning,"Gerald Saidel,Matthew Williams",50,18,32
EBME,360,Biomedical Instrumentation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,F 3:20 PM - 6:20 PM,Wickenden Building 301,Miklos Gratzl,20,15,5
EBME,360,Biomedical Instrumentation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,Tu 3:00 PM - 6:00 PM,Wickenden Building 301,Miklos Gratzl,23,21,2
EBME,360,Biomedical Instrumentation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,W 3:00 PM - 6:00 PM,Wickenden Building 301,Miklos Gratzl,24,8,16
EBME,360,Biomedical Instrumentation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,M 3:20 PM - 6:20 PM,Wickenden Building 301,Miklos Gratzl,20,20,0
EBME,360,Biomedical Instrumentation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,Th 3:00 PM - 6:00 PM,Wickenden Building 301,Miklos Gratzl,24,11,13
EBME,360,Biomedical Instrumentation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,M 9:00 AM - 12:00 PM,Wickenden Building 301,Miklos Gratzl,24,12,12
EBME,360,Biomedical Instrumentation Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,Tu 9:00 AM - 12:00 PM,Wickenden Building 301,Miklos Gratzl,24,17,7
EBME,361,Biomedical Image Processing and Analysis,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,"Anant Madabhushi,David Wilson",30,20,10
EBME,380,Biomedical Engineering Design Experience,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 3:20 PM - 4:10 PM,Web/Distance Learning,Colin Drummond,124,78,46
EBME,398,Biomedical Engineering Research Experience I,Laboratory,02/01/2021 - 05/07/2021,3 units,MTu 5:30 PM - 6:20 PM,Sears 333,Miklos Gratzl,30,2,28
EBME,399,Biomedical Engineering Research Experience II,Laboratory,02/01/2021 - 05/07/2021,3 units,MTu 5:30 PM - 6:20 PM,Sears 333,Miklos Gratzl,30,2,28
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Dustin Tyler,5,1,4
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Dominique Durand,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,David Wilson,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Harihara Baskaran,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Anirban Sen Gupta,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Jeffrey Duerk,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Miklos Gratzl,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Eben Alsberg,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Steven Eppell,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Kenneth Gustafson,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Robert Kirsch,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Andrew Shoffstall,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Andrew Rollins,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Gerald Saidel,5,1,4
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Xin Yu,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Raymond Muzic,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,James Basilion,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Patrick Crago,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Agata Exner,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Horst von Recum,5,0,5
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Abidemi Ajiboye,999,0,999
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Colin Drummond,999,1,998
EBME,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,To Be Announced,Sam Senyo,999,1,998
EBME,401D,Biomedical Instrumentation and Signal Processing,Seminar,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,"Debra McGivney,Dominique Durand,Miklos Gratzl",50,43,7
EBME,401L,Biomedical Instrumentation and Signal Analysis Laboratory,Laboratory,02/01/2021 - 05/07/2021,1 units,TBA ,Web/Distance Learning,Miklos Gratzl,40,20,20
EBME,406,Polymers in Medicine,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Horst von Recum,999,28,971
EBME,407,Neural Interfacing,ITN,02/01/2021 - 05/07/2021,3 units,MW 11:40 AM - 12:55 PM,TVUC Ballroom B,Dustin Tyler,30,16,14
EBME,411,Underpinnings of the Extracellular Matrix,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,Steven Eppell,20,5,15
EBME,426,Nanomedicine,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,"Efstathios Karathanasis,Zheng-Rong Lu",30,17,13
EBME,427,Movement Biomechanics and Rehabilitation,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Abidemi Ajiboye,50,31,19
EBME,432,Quantitative Analysis of Physiological Systems,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,"Gerald Saidel,Xin Yu",40,2,38
EBME,433,Advanced Topics for Physiological Systems Analysis,Lecture,02/01/2021 - 05/07/2021,4 units,TBA ,Web/Distance Learning,"Dustin Tyler,Gerald Saidel,Xin Yu",40,22,18
EBME,440,Translational Research for Biomedical Engineers,Research,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Stephen Fening,999,14,985
EBME,450,Biomedical Engineering Entrepreneurship,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Colin Drummond,30,7,23
EBME,460,Advanced Topics in NMR Imaging,Lecture,02/01/2021 - 05/07/2021,3 units,W 3:15 PM - 6:15 PM,Web/Distance Learning,"Dan Ma,Debra McGivney,Xin Yu",999,0,999
EBME,461,Biomedical Image Processing and Analysis,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,ITN,"Anant Madabhushi,David Wilson",30,1,29
EBME,461,Biomedical Image Processing and Analysis,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,"Anant Madabhushi,David Wilson",30,20,10
EBME,465,Biomedical Optical Imaging,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,Andrew Rollins,30,2,28
EBME,472,BioDesign,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 6:00 PM - 8:30 PM,Web/Distance Learning,Colin Drummond,40,17,23
EBME,478,Computational Neuroscience,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 8:30 AM - 9:45 AM,Web/Distance Learning,Peter Thomas,30,34,-4
EBME,491,Introduction to Translational Health Technology,Lecture,02/01/2021 - 05/07/2021,2 units,F 8:00 AM - 9:15 AM,Nord Hall 356,Colin Drummond,25,1,24
EBME,491,Introduction to Translational Health Technology,Lecture,02/01/2021 - 05/07/2021,2 units,F 8:00 AM - 9:15 AM,Web/Distance Learning,Colin Drummond,25,1,24
