Subject,CatalogNumber,CourseTitle,CourseType,Dates,Credit,MeetingTime,Room,Instructor,TotalSeats,SeatsTaken,AvailableSeats
COSI,395,Capstone and Honors Program,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Kathryn McNeal,30,0,30
COSI,413,Language Development,Lecture,02/01/2021 - 05/07/2021,3 units,Th 5:30 PM - 8:00 PM,Web/Distance Learning,Lisa Freebairn,30,17,13
COSI,421,Speech and Hearing Science,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Lauren Calandruccio,30,12,18
COSI,440,Advanced Health Communication,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Peter B Lewis 03,Kathryn Rothenberg,20,9,11
COSI,444,Evidence Based Practice in Communication Disorders,Lecture,02/01/2021 - 05/07/2021,2 units,W 9:00 AM - 10:40 AM,Web/Distance Learning,Rachel Mulheren,27,8,19
COSI,444L,Evidence Based Practice in Communication Disorders Lab,Laboratory,02/01/2021 - 05/07/2021,1 units,W 10:50 AM - 11:40 AM,Web/Distance Learning,Rachel Mulheren,20,8,12
COSI,445,Communication and Aging,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Jean Nisenboum,27,22,5
COSI,452A,Graduate Clinical Practicum I: Case Management,Practicum,01/11/2021 - 04/26/2021,1 units,M 3:00 PM - 5:00 PM,Web/Distance Learning,"Jean Nisenboum,Kathryn McNeal",30,0,30
COSI,452B,Graduate Clinical Practicum II: Professional Issues,Practicum,01/11/2021 - 04/26/2021,1 units,W 3:00 PM - 5:00 PM,Web/Distance Learning,"Jean Nisenboum,Kathryn McNeal",30,8,22
COSI,452C,Graduate Clinical Practicum III: Special Populations,Practicum,01/11/2021 - 04/26/2021,1 units,M 4:00 PM - 5:00 PM,Web/Distance Learning,"Jean Nisenboum,Kathryn McNeal",30,1,29
COSI,452E,Graduate Clinical Practicum V:  Medical Speech Pathology,Practicum,01/11/2021 - 04/26/2021,1 units,M 4:00 PM - 5:00 PM,Web/Distance Learning,"Jean Nisenboum,Kathryn McNeal",30,12,18
COSI,456,Child Language Disorders,Lecture,02/01/2021 - 05/07/2021,3 units,M 9:00 AM - 11:30 AM,Web/Distance Learning,Barbara Lewis,999,11,988
COSI,557,Acquired Adult Language Disorders,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 1:00 PM - 3:30 PM,Web/Distance Learning,Angela Ciccia,30,8,22
COSI,561,Med Aspects of Speech Path II: Neuromotor and Craniofacial Anomalies,Lecture,02/01/2021 - 05/07/2021,4 units,Tu 4:30 PM - 8:00 PM,Web/Distance Learning,Angela Ciccia,27,12,15
COSI,562,Medical Aspects of Speech Pathology III: Dysphagia,Lecture,02/01/2021 - 05/07/2021,3 units,F 9:00 AM - 11:30 AM,Web/Distance Learning,Jean Nisenboum,30,8,22
COSI,563,Medical Aspects of Speech Pathology IV: Pediatric Dysphagia,Lecture,02/01/2021 - 05/07/2021,3 units,M 5:00 PM - 7:30 PM,Web/Distance Learning,Rachel Mulheren,20,12,8
COSI,580,Aural Rehabilitation,Lecture,02/01/2021 - 05/07/2021,3 units,W 5:00 PM - 7:30 PM,Web/Distance Learning,Darlene Moenter,27,12,15
COSI,601,Directed Study and Research,Research,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Kathryn McNeal,999,0,999
COSI,601,Directed Study and Research,Research,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Rachel Mulheren,999,0,999
COSI,601,Directed Study and Research,Research,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Kathryn Rothenberg,999,0,999
COSI,601,Directed Study and Research,Research,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Barbara Lewis,999,1,998
COSI,601,Directed Study and Research,Research,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Lauren Calandruccio,999,1,998
COSI,601,Directed Study and Research,Research,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Angela Ciccia,999,1,998
COSI,651,Thesis M.A.,Thesis,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Barbara Lewis,999,1,998
COSI,651,Thesis M.A.,Thesis,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Angela Ciccia,999,2,997
COSI,651,Thesis M.A.,Thesis,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Lauren Calandruccio,999,0,999
COSI,651,Thesis M.A.,Thesis,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Rachel Mulheren,999,0,999
COSI,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Rachel Mulheren,999,0,999
COSI,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Lauren Calandruccio,999,1,998
COSI,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Angela Ciccia,999,1,998
COSI,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Barbara Lewis,999,1,998
CRSP,410,Independent Study in Clinical Research,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,"James Spilsbury,Wael Jaber",999,2,997
CRSP,410,Independent Study in Clinical Research,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,"James Spilsbury,Wai Tang",999,1,998
CRSP,410,Independent Study in Clinical Research,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,"Bruce Wilkoff,James Spilsbury",999,1,998
CRSP,412,Communication in Clinical Research - Grant Writing,Lecture,02/01/2021 - 05/07/2021,1 units,W 3:30 PM - 5:30 PM,Web/Distance Learning,James Spilsbury,20,15,5
CRSP,432,Statistical Methods II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Thomas Love,55,50,5
CRSP,450,Seminar in Multidisciplinary Clinical &amp; Translational Research,Seminar,02/01/2021 - 05/07/2021,0 units,M 12:00 PM - 1:00 PM,Web/Distance Learning,James Spilsbury,30,17,13
CRSP,500,Design and Analysis of Observational Studies,Lecture,02/01/2021 - 05/07/2021,3 units,Th 8:30 AM - 11:00 AM,Web/Distance Learning,Thomas Love,25,14,11
CRSP,503,Innovation and Entrepreneurship,Lecture,01/06/2021 - 01/13/2021,1 units,W 9:00 AM - 12:00 PM,Web/Distance Learning,Colin Drummond,30,6,24
CRSP,550,Meta-Analysis &amp; Evidence Synthesis,Lecture,02/01/2021 - 05/07/2021,2 - 3 units,F 12:00 PM - 4:00 PM,Web/Distance Learning,Rebecca Morgan,20,10,10
CRSP,601,Research Practicum,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,James Spilsbury,30,1,29
CRSP,601,Research Practicum,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,"James Spilsbury,Mada Helou",30,1,29
CRSP,650,Capstone Experience,Practicum,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,James Spilsbury,20,1,19
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,James Spilsbury,999,3,996
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"James Spilsbury,Robert Fox",999,1,998
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"Eugene Blackstone,James Spilsbury",999,1,998
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"Greg Cooper,James Spilsbury",999,1,998
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"Devon Conway,James Spilsbury",999,1,998
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"James Spilsbury,Jill Barnholtz-Sloan",999,1,998
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"Bruce Wilkoff,James Spilsbury",999,1,998
CRSP,651,Clinical Research Scholars Thesis,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"Grant Reed,James Spilsbury",999,1,998
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,James Reynolds,30,1,29
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Jill Barnholtz-Sloan,30,1,29
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,"James Spilsbury,Jay Alberts",30,1,29
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Kurt Stange,30,1,29
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Curtis Donskey,30,1,29
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,"James Spilsbury,Maryam Valapour",30,1,29
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Abdus Sattar,30,1,29
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Siran Koroukian-Hajinazarian,30,3,27
CRSP,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,"James Spilsbury,Raed Dweik",30,1,29
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,W 3:20 PM - 4:10 PM,Web/Distance Learning,Orhan Ozguner,25,25,0
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,Th 1:00 PM - 1:50 PM,Web/Distance Learning,Orhan Ozguner,25,23,2
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,W 4:25 PM - 5:15 PM,Web/Distance Learning,Orhan Ozguner,25,8,17
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,Th 2:30 PM - 3:20 PM,Web/Distance Learning,Orhan Ozguner,25,10,15
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,Th 11:30 AM - 12:20 PM,Web/Distance Learning,Orhan Ozguner,25,25,0
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,W 5:30 PM - 6:20 PM,Web/Distance Learning,Orhan Ozguner,25,4,21
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,Th 8:30 AM - 9:20 AM,Web/Distance Learning,Orhan Ozguner,25,11,14
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,F 8:25 AM - 9:15 AM,Web/Distance Learning,Orhan Ozguner,25,7,18
CSDS,132,Introduction to Programming in Java,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 2:15 PM - 3:05 PM,Web/Distance Learning,Orhan Ozguner,225,113,112
CSDS,133,Introduction to Data Science and Engineering for Majors,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 5:30 PM - 6:45 PM,Web/Distance Learning,Stanley Omeike,30,31,-1
CSDS,233,Introduction to Data Structures,Lecture,02/01/2021 - 05/07/2021,4 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Michael Rabinovich,90,126,-36
CSDS,275,Fundamentals of Robotics,Lecture,02/01/2021 - 05/07/2021,4 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Gregory Lee,30,26,4
CSDS,281,Logic Design and Computer Organization,Laboratory,02/01/2021 - 05/07/2021,4 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Evren Gurkan Cavusoglu,200,145,55
CSDS,281,Logic Design and Computer Organization,Laboratory,02/01/2021 - 05/07/2021,4 units,Tu 1:00 PM - 1:50 PM,Web/Distance Learning,Evren Gurkan Cavusoglu,50,51,-1
CSDS,281,Logic Design and Computer Organization,Laboratory,02/01/2021 - 05/07/2021,4 units,W 10:35 AM - 11:25 AM,Web/Distance Learning,Evren Gurkan Cavusoglu,50,44,6
CSDS,281,Logic Design and Computer Organization,Laboratory,02/01/2021 - 05/07/2021,4 units,W 11:40 AM - 12:30 PM,Web/Distance Learning,Evren Gurkan Cavusoglu,50,50,0
CSDS,290,Introduction to Computer Game Design and Implementation,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 8:30 AM - 9:45 AM,Web/Distance Learning,Michael Fu,90,109,-19
CSDS,297,Special Topics,Lecture,02/01/2021 - 05/07/2021,3 units,W 6:05 PM - 6:55 PM,Web/Distance Learning,Ronald Loui,50,43,7
CSDS,297,Special Topics,Lecture,01/08/2021 - 01/29/2021,1 units,MWF 1:00 PM - 2:15 PM,Web/Distance Learning,Orhan Ozguner,30,56,-26
CSDS,302,Discrete Mathematics,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Shuai Xu,80,99,-19
CSDS,310,Algorithms,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 10:35 AM - 11:25 AM,Web/Distance Learning,Vincenzo Liberatore,40,41,-1
CSDS,310,Algorithms,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Orhan Ozguner,40,45,-5
CSDS,310N,Algorithms,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 10:35 AM - 11:25 AM,Web/Distance Learning,Vincenzo Liberatore,40,41,-1
CSDS,310N,Algorithms,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Orhan Ozguner,40,45,-5
CSDS,312,Introduction to Data Science Systems,Lecture,02/01/2021 - 05/07/2021,3 units,MW 5:30 PM - 6:45 PM,Web/Distance Learning,Sanjaya Gajurel,30,12,18
CSDS,314,Computer Architecture,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 4:25 PM - 5:15 PM,Web/Distance Learning,Ming-Chun Huang,80,80,0
CSDS,325,Computer Networks I,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,An Wang,50,51,-1
CSDS,325N,Computer Networks I,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,An Wang,50,51,-1
CSDS,337,Compiler Design,Lecture,02/01/2021 - 05/07/2021,4 units,W 4:25 PM - 5:15 PM,Web/Distance Learning,Vipin Chaudhary,70,29,41
CSDS,338,Intro to Operating Systems and Concurrent Programming,Laboratory,02/01/2021 - 05/07/2021,4 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Ronald Loui,70,65,5
CSDS,338,Intro to Operating Systems and Concurrent Programming,Laboratory,02/01/2021 - 05/07/2021,4 units,W 5:30 PM - 6:20 PM,Web/Distance Learning,Ronald Loui,70,65,5
CSDS,338N,Intro to Operating Systems and Concurrent Programming,Laboratory,02/01/2021 - 05/07/2021,4 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Ronald Loui,70,65,5
CSDS,338N,Intro to Operating Systems and Concurrent Programming,Laboratory,02/01/2021 - 05/07/2021,4 units,W 5:30 PM - 6:20 PM,Web/Distance Learning,Ronald Loui,70,65,5
CSDS,341,Introduction to Database Systems,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,"Gultekin Ozsoyoglu,Zehra Ozsoyoglu",50,55,-5
CSDS,341N,Introduction to Database Systems,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,"Gultekin Ozsoyoglu,Zehra Ozsoyoglu",50,55,-5
CSDS,343,Theoretical Computer Science,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 9:30 AM - 10:20 AM,Web/Distance Learning,Harold Connamacher,30,36,-6
CSDS,345,Programming Language Concepts,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 3:20 PM - 4:10 PM,Web/Distance Learning,Harold Connamacher,80,113,-33
CSDS,345N,Programming Language Concepts,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 3:20 PM - 4:10 PM,Web/Distance Learning,Harold Connamacher,80,113,-33
CSDS,356,Data Privacy,Lecture,02/01/2021 - 05/07/2021,3 units,MW 4:50 PM - 6:05 PM,Web/Distance Learning,Erman Ayday,30,23,7
CSDS,376,Mobile Robotics,Lecture,02/01/2021 - 05/07/2021,4 units,MW 4:50 PM - 6:05 PM,Web/Distance Learning,Wyatt Newman,10,12,-2
CSDS,377,Introduction to Connected Devices,Lecture,02/01/2021 - 05/07/2021,3 units,MW 4:30 PM - 5:45 PM,Web/Distance Learning,Nicholas Barendt,20,22,-2
CSDS,386,"Quantum Computing, Information, and Devices",Lecture,02/01/2021 - 05/07/2021,3 units,MW 3:20 PM - 4:35 PM,Web/Distance Learning,"Christos Papachristou,Jesse Berezovsky,Shuai Xu,Stanislaw Szarek",60,60,0
CSDS,391,Introduction to Artificial Intelligence,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Soumya Ray,70,70,0
CSDS,393,Software Engineering,Lecture,02/01/2021 - 05/07/2021,3 units,MW 4:50 PM - 6:05 PM,Web/Distance Learning,Xusheng Xiao,80,104,-24
CSDS,393N,Software Engineering,Lecture,02/01/2021 - 05/07/2021,3 units,MW 4:50 PM - 6:05 PM,Web/Distance Learning,Xusheng Xiao,80,104,-24
CSDS,395,Senior Project in Computer Science,Lecture,02/01/2021 - 05/07/2021,4 units,MWF 11:40 AM - 12:30 PM,Web/Distance Learning,Shuai Xu,80,70,10
CSDS,396,Independent Projects,Independent Study,02/01/2021 - 05/07/2021,1 - 6 units,TBA ,To Be Announced,Vipin Chaudhary,30,0,30
CSDS,397,Special Topics,Laboratory,02/01/2021 - 05/07/2021,3 units,W 6:05 PM - 6:55 PM,Web/Distance Learning,Ronald Loui,50,43,7
CSDS,397,Special Topics,Laboratory,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Shuai Xu,30,0,30
CSDS,397,Special Topics,Laboratory,01/08/2021 - 01/29/2021,1 units,MWF 1:00 PM - 2:15 PM,Web/Distance Learning,Orhan Ozguner,30,56,-26
CSDS,397,Special Topics,Laboratory,01/08/2021 - 01/29/2021,1 units,MTuWThF 5:00 PM - 5:50 PM,Web/Distance Learning,Ronald Loui,30,33,-3
CSDS,400T,Graduate Teaching I,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,Web/Distance Learning,Vincenzo Liberatore,30,2,28
CSDS,425,Computer Networks I,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,An Wang,50,51,-1
CSDS,427,Internet Security and Privacy,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Michael Rabinovich,10,7,3
CSDS,433,Database Systems,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 8:30 AM - 9:45 AM,Web/Distance Learning,Yinghui Wu,30,28,2
CSDS,435,Data Mining,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 4:00 PM - 6:30 PM,Web/Distance Learning,Yanfang Ye,30,32,-2
CSDS,442,Causal Learning from Data,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 2:15 PM - 3:05 PM,Web/Distance Learning,H Podgurski,30,27,3
CSDS,448,Smartphone Security,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 3:45 PM,Web/Distance Learning,Xusheng Xiao,30,48,-18
CSDS,456,Data Privacy,Lecture,02/01/2021 - 05/07/2021,3 units,MW 4:50 PM - 6:05 PM,Web/Distance Learning,Erman Ayday,30,23,7
CSDS,459,Bioinformatics for Systems Biology,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Mehmet Koyuturk,30,27,3
CSDS,476,Mobile Robotics,Lecture,02/01/2021 - 05/07/2021,3 units,MW 4:50 PM - 6:05 PM,Web/Distance Learning,Wyatt Newman,10,12,-2
CSDS,477,Advanced Algorithms,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 11:40 AM - 12:30 PM,Web/Distance Learning,Vincenzo Liberatore,20,17,3
CSDS,478,Computational Neuroscience,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 8:30 AM - 9:45 AM,Web/Distance Learning,Peter Thomas,30,34,-4
CSDS,486,"Quantum Computing, Information, and Devices",Lecture,02/01/2021 - 05/07/2021,3 units,MW 3:20 PM - 4:35 PM,Web/Distance Learning,"Christos Papachristou,Jesse Berezovsky,Shuai Xu,Stanislaw Szarek",60,60,0
CSDS,489,Robotics I,ITN,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Wyatt Newman,90,61,29
CSDS,491,Artificial Intelligence: Probabilistic Graphical Models,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Michael Lewicki,30,38,-8
CSDS,493,Software Engineering,Lecture,02/01/2021 - 05/07/2021,3 units,MW 4:50 PM - 6:05 PM,Web/Distance Learning,Xusheng Xiao,80,104,-24
CSDS,500,CSDS Colloquium,Lecture,02/01/2021 - 05/07/2021,0 units,TuTh 11:30 AM - 12:30 PM,Web/Distance Learning,Michael Rabinovich,30,16,14
CSDS,500T,Graduate Teaching II,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,Web/Distance Learning,Vincenzo Liberatore,30,11,19
CSDS,600,Special Topics,Lecture,02/01/2021 - 05/07/2021,3 units,W 3:20 PM - 5:50 PM,Web/Distance Learning,Yanfang Ye,30,10,20
CSDS,600,Special Topics,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 10:35 AM - 11:25 AM,Web/Distance Learning,H Podgurski,30,20,10
CSDS,600,Special Topics,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Vipin Chaudhary,30,0,30
CSDS,600,Special Topics,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Michael Lewicki,30,32,-2
CSDS,600,Special Topics,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Shuai Xu,30,0,30
CSDS,600,Special Topics,Lecture,02/01/2021 - 05/07/2021,1 - 18 units,MW 4:30 PM - 5:45 PM,Web/Distance Learning,Nicholas Barendt,20,22,-2
CSDS,600T,Graduate Teaching III,Lecture,02/01/2021 - 05/07/2021,0 units,TBA ,Web/Distance Learning,Vincenzo Liberatore,30,2,28
CSDS,601,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Vipin Chaudhary,30,2,28
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Erman Ayday,30,2,28
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Harold Connamacher,30,3,27
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Mehmet Koyuturk,30,4,26
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Michael Lewicki,30,1,29
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jing Li,30,4,26
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Vincenzo Liberatore,30,1,29
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Orhan Ozguner,30,0,30
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,H Podgurski,30,1,29
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Michael Rabinovich,30,0,30
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Soumya Ray,30,13,17
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,An Wang,30,0,30
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Yinghui Wu,30,2,28
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xusheng Xiao,30,1,29
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Shuai Xu,30,1,29
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Yanfang Ye,30,1,29
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Roger French,30,1,29
CSDS,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Vipin Chaudhary,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Erman Ayday,30,1,29
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Harold Connamacher,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Mehmet Koyuturk,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Michael Lewicki,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Jing Li,30,1,29
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Vincenzo Liberatore,30,1,29
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Orhan Ozguner,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,H Podgurski,30,1,29
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Michael Rabinovich,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Soumya Ray,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,An Wang,30,0,30
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Yinghui Wu,30,1,29
CSDS,695,Project M.S.,Research,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,Web/Distance Learning,Xusheng Xiao,30,0,30
